Market,Customer,Category,Division,PromotionType,InStoreLocation,PromotionMonth,PromoDurationWeeks,ListPrice,PlannedPromoVolume,PlannedBaseVolume,PlannedIncrementalVolume,PlannedVolumeUplift,PlannedPromoRevenue,PlannedOnInvoiceSpend,PlannedOffInvoiceSpend,PlannedTradeSpend,PlannedCostPerUnit,PlannedNetRevenue,PlannedTurnover,PlannedGrossProfit,PlannedCOGS,PlannedEventSpend,PlannedBaseRevenue,PlannedBaseOnInvoiceSpend,PlannedBaseOffInvoiceSpend,PlannedBaseTurnover,PlannedBaseGrossProfit,PlannedBaseCOGS,PlannedBaseNetRevenue,PlannedROI,IsPipeFill,IsDefensivePromo,InstoreStartDate_Week,InstoreEndDate_Week,InstoreStartDate_Month,InstoreEndDate_Month,ActualSalesVolume,ForecastAccuracyRatio
Southeast Asia,EastMart Retail,BEVERAGE,Food & Beverage,Multi-Buy Free Gift,Shelf,September,2,17.11,43006.0,22256.0,20750.0,1.932,735722.03,23463.19,15642.13,39105.31,0.9093,712258.84,696616.71,364517.57,332099.14,5465.65,380747.17,7614.94,3807.47,369324.75,197458.47,171866.28,373132.22,3.9799,0,0,37,39,9,9,74373.0,1.729
Southeast Asia,CityGrocer Ltd,DRESSING,Food & Beverage,Multi-Buy Free Gift,Pallet Display,November,1,12.09,20217.0,5116.0,15100.0,3.951,244469.73,15739.87,10493.25,26233.11,1.2976,228729.86,218236.62,62774.47,155462.15,192.06,61871.07,1237.42,618.71,60014.94,20670.15,39344.79,60633.65,1.5343,0,0,45,46,11,11,46552.0,2.303
Southeast Asia,PrimeRetail Group,ICE CREAM CATEGORY,Personal Care & Home,Everyday Low Price,None Specified,August,2,19.53,1345.0,615.0,731.0,2.188,26267.38,2638.23,1758.82,4397.05,3.2687,23629.15,21870.33,7512.44,14357.89,252.32,12002.47,240.05,120.02,11642.4,5081.78,6560.62,11762.43,0.4709,0,0,33,35,8,8,1459.0,1.085
Western Europe,BudgetHome Stores,SKIN CLEANSING,Food & Beverage,Temporary Price Reduction,Pallet Display,September,2,12.03,4323.0,11202.0,-6879.0,0.386,51995.92,3706.2,2470.8,6177.0,1.4288,48289.72,45818.92,21610.37,24208.55,223.88,134731.75,2694.64,1347.32,130689.8,67960.64,62729.16,132037.12,-8.158,0,1,39,41,9,9,1945.0,0.45
Southeast Asia,CityGrocer Ltd,FABRIC CLEANING,Food & Beverage,Special Pack,End of Aisle Display,February,2,9.62,81111.0,23881.0,57230.0,3.397,780493.84,85064.13,56709.42,141773.56,1.7479,695429.71,638720.29,188209.93,450510.36,21137.37,229792.8,4595.86,2297.93,222899.01,90259.87,132639.14,225196.94,0.6423,0,0,9,11,2,2,133013.0,1.64
Western Europe,GreenLeaf Supermarkets,ICE CREAM CATEGORY,Personal Care & Home,Loyalty Mechanic,Pallet Display,April,2,23.09,6652.0,3994.0,2658.0,1.666,153581.86,11256.3,7504.2,18760.5,2.8201,142325.56,134821.36,44358.78,90462.58,2105.06,92211.01,1844.22,922.11,89444.68,35130.67,54314.01,90366.79,0.3444,0,0,19,21,4,4,4982.0,0.749
Western Europe,NorthernMart Supermarkets,DRESSING,Personal Care & Home,Everyday Low Price,Pallet Display,January,4,15.21,17585.0,20465.0,-2880.0,0.859,267487.61,27272.99,18182.0,45454.99,2.5848,240214.62,222032.62,71373.98,150658.64,2090.15,311290.65,6225.81,3112.91,301951.93,126621.84,175330.09,305064.83,-1.4209,0,1,7,11,1,1,8181.0,0.465
Southeast Asia,EastMart Retail,BEVERAGE,Personal Care & Home,Multi-Unit Deal,None Specified,May,2,7.22,762.0,372.0,390.0,2.048,5498.92,652.59,435.06,1087.65,1.4282,4846.33,4411.26,1016.62,3394.64,131.41,2684.79,53.7,26.85,2604.25,946.85,1657.4,2631.09,-0.0099,0,0,23,25,5,5,1946.0,2.555
Southeast Asia,HomeSave Supermarkets,HAIR CARE,Personal Care & Home,Temporary Price Reduction,None Specified,September,2,22.87,5099.0,1457.0,3642.0,3.499,116599.04,12422.11,8281.4,20703.51,4.0601,104176.94,95895.53,42788.86,53106.68,985.09,33321.98,666.44,333.22,32322.32,17145.35,15176.96,32655.54,1.1903,0,0,39,41,9,9,7963.0,1.562
Southeast Asia,HomeSave Supermarkets,HOME & HYGIENE,Food & Beverage,Everyday Low Price,Online,October,1,11.03,20386.0,8840.0,11545.0,2.306,224845.87,20376.78,13584.52,33961.3,1.666,204469.09,190884.57,81356.38,109528.18,4535.47,97507.56,1950.15,975.08,94582.33,47083.9,47498.43,95557.4,0.923,0,0,42,43,10,10,74330.0,3.646
Southeast Asia,EastMart Retail,HOME & HYGIENE,Personal Care & Home,Temporary Price Reduction,Free Standing Unit,May,2,19.36,12011.0,4672.0,7339.0,2.571,232518.86,23716.89,15811.26,39528.14,3.291,208801.97,192990.71,47794.2,145196.51,5082.76,90449.59,1808.99,904.5,87736.1,31254.81,56481.29,88640.6,0.3498,0,0,22,24,5,5,15400.0,1.282
Southeast Asia,PrimeRetail Group,DRESSING,Personal Care & Home,Multi-Unit Deal,End of Aisle Display,June,3,12.86,21802.0,10638.0,11164.0,2.05,280461.55,32250.63,21500.42,53751.05,2.4654,248210.92,226710.5,81208.12,145502.38,5869.27,136841.4,2736.83,1368.41,132736.16,61743.36,70992.8,134104.57,0.2858,0,0,26,29,6,6,36220.0,1.661
Southeast Asia,HomeSave Supermarkets,SCRATCH COOKING AID,Food & Beverage,Multi-Unit Deal,End of Aisle Display,December,3,24.24,20141.0,6475.0,13666.0,3.11,488257.38,52891.5,35261.0,88152.49,4.3767,435365.89,400104.89,104478.69,295626.2,9064.47,156974.32,3139.49,1569.74,152265.09,57221.53,95043.56,153834.83,0.4827,0,0,51,54,12,12,70807.0,3.515
Western Europe,HealthFirst Pharmacy,HOME & HYGIENE,Personal Care & Home,Multi-Buy Deal,Free Standing Unit,December,1,15.95,3814.0,2450.0,1364.0,1.557,60845.84,6248.26,4165.51,10413.76,2.7303,54597.58,50432.07,17987.97,32444.11,1430.46,39082.54,781.65,390.83,37910.07,17070.55,20839.52,38300.89,-0.0245,0,0,49,50,12,12,2585.0,0.678
Southeast Asia,HomeSave Supermarkets,ORAL CARE,Personal Care & Home,Multi-Unit Deal,Online,March,2,2.74,14336.0,7185.0,7151.0,1.995,39318.59,1946.24,1297.49,3243.73,0.2263,37372.35,36074.86,15163.92,20910.94,178.63,19705.62,394.11,197.06,19114.45,8634.34,10480.11,19311.5,1.8307,0,0,13,15,3,3,43241.0,3.016
Southeast Asia,EastMart Retail,HEALTHY SNACKING,Food & Beverage,Multi-Buy Free Gift,Checkout Display,July,3,22.47,1482.0,419.0,1064.0,3.541,33309.56,1833.39,1222.26,3055.65,2.0615,31476.17,30253.91,13389.56,16864.34,260.09,9408.11,188.16,94.08,9125.87,4362.62,4763.25,9219.95,2.8618,0,0,30,33,7,7,3210.0,2.166
Western Europe,FineFood Retail,BEVERAGE,Personal Care & Home,Multi-Buy Deal,End of Aisle Display,October,3,11.5,5244.0,3168.0,2076.0,1.655,60297.12,3510.33,2340.22,5850.54,1.1156,56786.79,54446.57,17332.39,37114.19,314.5,36428.93,728.58,364.29,35336.06,12913.26,22422.8,35700.35,0.5685,0,0,41,44,10,10,3734.0,0.712
Western Europe,FineFood Retail,DRESSING,Food & Beverage,Stock Loading,In-Store Event,June,1,21.34,22309.0,14616.0,7692.0,1.526,476078.13,20319.09,13546.06,33865.15,1.518,455759.04,442212.98,145724.66,296488.32,384.13,311918.06,6238.36,3119.18,302560.52,108306.56,194253.96,305679.7,0.8286,1,0,26,27,6,6,8403.0,0.377
Southeast Asia,PrimeRetail Group,HOME & HYGIENE,Personal Care & Home,Everyday Low Price,In-Store Event,October,2,12.87,3081.0,1822.0,1260.0,1.691,39660.65,3442.2,2294.8,5737.01,1.8619,36218.45,33923.64,15708.49,18215.16,118.66,23448.89,468.98,234.49,22745.43,11975.93,10769.5,22979.92,0.528,0,0,42,44,10,10,4667.0,1.515
Western Europe,NorthernMart Supermarkets,SKIN CLEANSING,Food & Beverage,Shopper Activation,Free Standing Unit,May,2,13.15,9020.0,7923.0,1098.0,1.139,118580.67,12219.16,8146.11,20365.27,2.2577,106361.51,98215.4,32941.57,65273.83,3040.22,104150.62,2083.01,1041.51,101026.1,43695.42,57330.67,102067.6,-0.6815,0,0,22,24,5,5,3159.0,0.35
Western Europe,FineFood Retail,FABRIC CLEANING,Personal Care & Home,Everyday Low Price,In-Store Event,April,2,5.1,17117.0,7730.0,9387.0,2.214,87223.13,9621.6,6414.4,16036.01,0.9369,77601.52,71187.12,27924.62,43262.5,29.19,39388.15,787.76,393.88,38206.5,18670.06,19536.45,38600.38,0.5034,0,0,19,21,4,4,9713.0,0.567
Western Europe,BudgetHome Stores,HAIR CARE,Personal Care & Home,Everyday Low Price,In-Store Event,December,2,19.87,58422.0,28259.0,30162.0,2.067,1160879.86,94622.68,63081.79,157704.47,2.6994,1066257.18,1003175.39,473442.71,529732.68,23513.2,561533.4,11230.67,5615.33,544687.4,288448.49,256238.92,550302.74,1.0662,0,0,51,53,12,12,48516.0,0.83
Southeast Asia,HomeSave Supermarkets,FABRIC CLEANING,Personal Care & Home,Discounted Retail Price,In-Store Event,August,1,18.4,157904.0,46483.0,111421.0,3.397,2905391.89,225743.77,150495.84,376239.61,2.3827,2679648.12,2529152.28,877245.71,1651906.56,43587.89,855278.93,17105.58,8552.79,829620.56,343338.18,486282.38,838173.35,1.3509,0,0,35,36,8,8,667680.0,4.228
Southeast Asia,EastMart Retail,DEODORANT & FRAGRANCE,Personal Care & Home,Multi-Buy Free Gift,Free Standing Unit,May,3,7.74,97717.0,44710.0,53007.0,2.186,756175.57,36232.63,24155.09,60387.71,0.618,719942.94,695787.86,310000.19,385787.67,587.9,345986.78,6919.74,3459.87,335607.18,159090.72,176516.46,339067.04,2.3271,0,0,23,26,5,5,103574.0,1.06
Western Europe,HealthFirst Pharmacy,FABRIC CLEANING,Personal Care & Home,Shopper Activation,Checkout Display,February,2,18.41,17045.0,12240.0,4804.0,1.392,313777.58,19318.8,12879.2,32198.0,1.889,294458.78,281579.58,94237.53,187342.05,414.07,225335.15,4506.7,2253.35,218575.09,84037.92,134537.17,220828.44,0.1068,0,0,11,13,2,2,16163.0,0.948
Southeast Asia,PrimeRetail Group,ICE CREAM CATEGORY,Personal Care & Home,Multi-Buy Free Gift,In-Store Event,December,2,18.79,6926.0,1783.0,5143.0,3.884,130125.04,7793.67,5195.78,12989.45,1.8754,122331.37,117135.59,51517.01,65618.58,1010.26,33505.01,670.1,335.05,32499.86,15604.18,16895.68,32834.91,2.6874,0,0,51,53,12,12,5064.0,0.731
Southeast Asia,Metro Grocery Group,SKIN CLEANSING,Personal Care & Home,Multi-Buy Free Gift,Free Standing Unit,October,4,11.96,4998.0,2190.0,2808.0,2.282,59792.19,6138.65,4092.43,10231.08,2.0471,53653.55,49561.11,19791.1,29770.01,1201.52,26197.05,523.94,261.97,25411.14,12367.86,13043.28,25673.11,0.6487,0,0,41,45,10,10,6185.0,1.238
Southeast Asia,Metro Grocery Group,SKIN CARE,Food & Beverage,Discounted Retail Price,Shelf,May,3,11.16,6235.0,1738.0,4497.0,3.587,69609.5,5664.48,3776.32,9440.79,1.5141,63945.02,60168.71,16057.95,44110.76,192.3,19407.59,388.15,194.08,18825.36,6526.99,12298.37,19019.43,0.9479,0,0,23,26,5,5,10104.0,1.62
Western Europe,HealthFirst Pharmacy,HAIR CARE,Food & Beverage,Loyalty Mechanic,In-Store Event,June,2,6.14,5414.0,4299.0,1115.0,1.259,33236.93,3488.95,2325.97,5814.91,1.074,29747.98,27422.01,9600.15,17821.86,266.96,26391.5,527.83,263.92,25599.76,11448.45,14151.3,25863.67,-0.454,0,0,27,29,6,6,2122.0,0.392
Southeast Asia,EastMart Retail,DRESSING,Food & Beverage,Temporary Price Reduction,Online,December,3,16.91,2615.0,1526.0,1090.0,1.714,44221.01,2081.78,1387.85,3469.63,1.3266,42139.23,40751.37,13522.62,27228.76,34.92,25797.92,515.96,257.98,25023.98,9139.1,15884.88,25281.96,1.0403,0,0,51,54,12,12,7326.0,2.801
Southeast Asia,EastMart Retail,ORAL CARE,Personal Care & Home,Multi-Buy Free Gift,None Specified,September,3,18.8,66129.0,16564.0,49565.0,3.992,1243072.79,143080.57,95387.05,238467.62,3.6061,1099992.22,1004605.17,336521.66,668083.51,35703.06,311362.67,6227.25,3113.63,302021.79,134681.42,167340.38,305135.42,0.8072,0,0,38,41,9,9,242950.0,3.674
Southeast Asia,PrimeRetail Group,DEODORANT & FRAGRANCE,Food & Beverage,Multi-Buy Free Gift,Online,December,1,19.38,25095.0,12134.0,12961.0,2.068,486283.89,44159.27,29439.52,73598.79,2.9328,442124.61,412685.1,97487.41,315197.69,6450.81,235131.52,4702.63,2351.32,228077.57,75670.9,152406.68,230428.89,0.2006,0,0,49,50,12,12,23284.0,0.928
Western Europe,FineFood Retail,DEODORANT & FRAGRANCE,Food & Beverage,Temporary Price Reduction,None Specified,May,1,10.16,1697.0,1777.0,-81.0,0.955,17241.69,1412.11,941.4,2353.51,1.3872,15829.58,14888.18,6383.23,8504.95,224.79,18062.69,361.25,180.63,17520.81,8610.88,8909.93,17701.43,-1.1768,0,1,22,23,5,5,775.0,0.457
Southeast Asia,EastMart Retail,SKIN CARE,Food & Beverage,Multi-Buy Free Gift,Online,August,1,12.25,7240.0,2480.0,4760.0,2.92,88667.56,9800.02,6533.35,16333.36,2.2559,78867.54,72334.19,15303.16,57031.03,1595.2,30370.72,607.41,303.71,29459.6,9925.13,19534.47,29763.3,0.2735,0,0,35,36,8,8,14672.0,2.026
Southeast Asia,Metro Grocery Group,ICE CREAM CATEGORY,Food & Beverage,Discounted Retail Price,Shelf,January,3,17.62,2902.0,1683.0,1219.0,1.724,51125.37,3217.79,2145.2,5362.99,1.8478,47907.58,45762.38,21836.67,23925.71,258.24,29651.65,593.03,296.52,28762.1,14885.69,13876.42,29058.62,1.1302,0,0,5,8,1,1,3851.0,1.327
Southeast Asia,PrimeRetail Group,HAIR CARE,Personal Care & Home,Other,Pallet Display,August,2,10.34,92256.0,34069.0,58188.0,2.708,954189.77,52306.65,34871.1,87177.75,0.9449,901883.12,867012.02,351653.97,515358.05,7528.49,352366.62,7047.33,3523.67,341795.62,151482.36,190313.27,345319.29,2.1749,0,0,35,37,8,8,175958.0,1.907
Western Europe,ValueMart Stores,SCRATCH COOKING AID,Personal Care & Home,Multi-Buy Deal,Checkout Display,April,2,4.4,939.0,892.0,47.0,1.053,4131.98,153.52,102.35,255.87,0.2724,3978.46,3876.12,1644.74,2231.38,31.29,3925.61,78.51,39.26,3807.84,1687.91,2119.93,3847.1,-0.629,0,0,19,21,4,4,481.0,0.512
Western Europe,GreenLeaf Supermarkets,FABRIC CLEANING,Personal Care & Home,Loyalty Mechanic,Online,April,3,8.07,845.0,864.0,-19.0,0.978,6813.37,762.98,508.65,1271.63,1.5057,6050.4,5541.75,1764.47,3777.27,124.49,6966.59,139.33,69.67,6757.59,2895.38,3862.21,6827.26,-1.0537,0,1,18,21,4,4,486.0,0.576
Southeast Asia,EastMart Retail,HEALTHY SNACKING,Personal Care & Home,Multi-Buy Free Gift,Pallet Display,March,2,20.12,17660.0,9536.0,8124.0,1.852,355385.6,18671.7,12447.8,31119.5,1.7622,336713.9,324266.1,146184.12,178081.98,1312.25,191902.87,3838.06,1919.03,186145.78,89984.2,96161.59,188064.81,1.6209,0,0,15,17,3,3,20570.0,1.165
Southeast Asia,CityGrocer Ltd,DEODORANT & FRAGRANCE,Personal Care & Home,Special Pack,Free Standing Unit,April,3,20.21,7295.0,4654.0,2641.0,1.568,147436.11,16091.63,10727.75,26819.38,3.6763,131344.49,120616.74,53355.14,67261.6,467.47,94053.2,1881.06,940.53,91231.61,48323.74,42907.86,92172.14,0.0824,0,0,17,20,4,4,28344.0,3.885
Western Europe,BudgetHome Stores,SCRATCH COOKING AID,Food & Beverage,Other,Pallet Display,June,3,23.5,880.0,1897.0,-1017.0,0.464,20675.35,1636.09,1090.73,2726.82,3.099,19039.26,17948.53,6509.65,11438.88,6.22,44565.09,891.3,445.65,43228.13,18571.97,24656.16,43673.78,-4.9139,0,1,25,28,6,6,333.0,0.378
Southeast Asia,HomeSave Supermarkets,DRESSING,Food & Beverage,Temporary Price Reduction,End of Aisle Display,December,1,3.77,40815.0,14630.0,26185.0,2.79,153851.81,15344.61,10229.74,25574.36,0.6266,138507.19,128277.45,29183.57,99093.88,1814.79,55148.04,1102.96,551.48,53493.59,17973.49,35520.11,54045.07,0.3736,0,0,51,52,12,12,47842.0,1.172
Western Europe,ValueMart Stores,DRESSING,Personal Care & Home,Temporary Price Reduction,Online,February,2,13.6,2642.0,1457.0,1185.0,1.813,35933.52,2564.07,1709.38,4273.46,1.6178,33369.45,31660.06,10774.92,20885.14,184.49,19818.13,396.36,198.18,19223.58,7704.97,11518.61,19421.76,0.5793,0,0,9,11,2,2,1728.0,0.654
Southeast Asia,HomeSave Supermarkets,FABRIC CLEANING,Personal Care & Home,Discounted Retail Price,In-Store Event,April,1,20.71,9220.0,4385.0,4835.0,2.102,190983.56,13879.08,9252.72,23131.8,2.509,177104.48,167851.76,58081.64,109770.12,721.5,90836.78,1816.74,908.37,88111.68,35902.13,52209.54,89020.04,0.841,0,0,19,20,4,4,8170.0,0.886
Southeast Asia,CityGrocer Ltd,BEVERAGE,Food & Beverage,Temporary Price Reduction,Shelf,June,1,23.47,12457.0,6130.0,6327.0,2.032,292435.5,34870.6,23247.07,58117.67,4.6653,257564.89,234317.83,91175.25,143142.57,3317.24,143904.69,2878.09,1439.05,139587.55,69148.47,70439.08,141026.6,0.3047,0,0,27,28,6,6,30686.0,2.463
Southeast Asia,CityGrocer Ltd,SKIN CARE,Food & Beverage,Discounted Retail Price,None Specified,September,1,13.4,34587.0,11851.0,22736.0,2.919,463424.02,43728.55,29152.37,72880.92,2.1072,419695.46,390543.09,176701.15,213841.94,9097.61,158786.53,3175.73,1587.87,154022.94,80752.63,73270.31,155610.8,1.2511,0,0,39,40,9,9,114750.0,3.318
Southeast Asia,Metro Grocery Group,HEALTHY SNACKING,Food & Beverage,Multi-Unit Deal,Mid Aisle Display,December,4,2.6,8989.0,3365.0,5624.0,2.671,23368.28,2140.03,1426.68,3566.71,0.3968,21228.26,19801.57,6733.82,13067.75,378.23,8748.42,174.97,87.48,8485.97,3593.77,4892.19,8573.45,0.8068,0,0,51,55,12,12,24854.0,2.765
Western Europe,FineFood Retail,SCRATCH COOKING AID,Personal Care & Home,Multi-Buy Deal,End of Aisle Display,May,1,1.52,22605.0,22479.0,126.0,1.006,34337.83,2995.07,1996.72,4991.79,0.2208,31342.75,29346.04,13409.71,15936.33,167.29,34147.11,682.94,341.47,33122.7,17274.88,15847.81,33464.17,-0.9795,0,0,21,22,5,5,23312.0,1.031
Southeast Asia,CityGrocer Ltd,FABRIC CLEANING,Personal Care & Home,Multi-Buy Free Gift,Free Standing Unit,October,3,4.42,3689.0,1118.0,2572.0,3.301,16300.62,1738.83,1159.22,2898.05,0.7856,14561.79,13402.57,4302.72,9099.85,368.87,4937.85,98.76,49.38,4789.72,2033.15,2756.57,4839.1,0.732,0,0,42,45,10,10,3121.0,0.846
Western Europe,TopChoice Supermarkets,FABRIC ENHANCER,Personal Care & Home,Temporary Price Reduction,In-Store Event,February,2,22.17,189.0,394.0,-205.0,0.481,4199.7,414.47,276.31,690.78,3.6469,3785.24,3508.92,845.57,2663.36,17.37,8738.5,174.77,87.38,8476.34,2934.58,5541.76,8563.73,-3.4037,0,1,10,12,2,2,92.0,0.486
Southeast Asia,Metro Grocery Group,FABRIC ENHANCER,Food & Beverage,Temporary Price Reduction,Pallet Display,March,2,23.36,33604.0,19226.0,14378.0,1.748,785139.37,36075.24,24050.16,60125.4,1.7892,749064.12,725013.96,226390.25,498623.71,4362.65,449195.41,8983.91,4491.95,435719.55,150446.01,285273.54,440211.5,1.039,0,0,15,17,3,3,151181.0,4.499
Southeast Asia,HomeSave Supermarkets,FABRIC ENHANCER,Personal Care & Home,Special Pack,None Specified,November,4,2.19,139756.0,49949.0,89807.0,2.798,306753.51,13118.46,8745.64,21864.09,0.1564,293635.06,284889.42,129343.56,155545.86,1026.91,109633.64,2192.67,1096.34,106344.63,50752.57,55592.06,107440.97,3.4441,0,0,46,50,11,11,221458.0,1.585
Southeast Asia,CityGrocer Ltd,HEALTHY SNACKING,Food & Beverage,Everyday Low Price,Pallet Display,May,4,2.84,18035.0,6954.0,11081.0,2.594,51181.87,5151.07,3434.05,8585.12,0.476,46030.8,42596.75,11504.68,31092.08,254.07,19733.91,394.68,197.34,19141.89,7153.89,11988.0,19339.23,0.4378,0,0,21,25,5,5,33853.0,1.877
Western Europe,BudgetHome Stores,SKIN CARE,Personal Care & Home,Special Pack,None Specified,December,1,21.1,67622.0,28536.0,39086.0,2.37,1426758.67,79965.37,53310.25,133275.62,1.9709,1346793.3,1293483.05,577136.11,716346.94,1952.59,602088.24,12041.76,6020.88,584025.59,281729.15,302296.44,590046.47,2.081,0,0,51,52,12,12,55565.0,0.822
Southeast Asia,CityGrocer Ltd,DRESSING,Personal Care & Home,Discounted Retail Price,Mid Aisle Display,September,3,10.27,20854.0,5590.0,15264.0,3.73,214138.77,10114.5,6743.0,16857.5,0.8084,204024.27,197281.27,97971.2,99310.07,2376.35,57402.5,1148.05,574.02,55680.42,29059.15,26621.27,56254.45,3.9858,0,0,39,42,9,9,30328.0,1.454
Western Europe,ValueMart Stores,FABRIC CLEANING,Food & Beverage,Multi-Buy Deal,End of Aisle Display,March,2,19.02,19631.0,17709.0,1922.0,1.109,373400.87,19491.05,12994.04,32485.09,1.6548,353909.82,340915.78,105365.72,235550.07,4453.35,336838.96,6736.78,3368.39,326733.79,114247.84,212485.95,330102.18,-0.5845,0,0,13,15,3,3,12966.0,0.66
Western Europe,NorthernMart Supermarkets,HOME & HYGIENE,Food & Beverage,Multi-Buy Deal,Shelf,November,4,7.24,752989.0,407151.0,345838.0,1.849,5451024.19,201203.82,134135.88,335339.7,0.4453,5249820.38,5115684.5,2086352.9,3029331.6,16116.59,2947437.96,58948.76,29474.38,2859014.82,1221016.78,1637998.04,2888489.2,2.3168,0,0,46,50,11,11,266841.0,0.354
Southeast Asia,PrimeRetail Group,DRESSING,Food & Beverage,Special Pack,None Specified,June,4,5.21,40015.0,13964.0,26051.0,2.866,208675.08,22091.16,14727.44,36818.59,0.9201,186583.93,171856.49,77264.89,94591.6,3113.4,72819.95,1456.4,728.2,70635.36,37626.35,33009.0,71363.56,1.0173,0,0,26,30,6,6,79583.0,1.989
Southeast Asia,EastMart Retail,SKIN CARE,Personal Care & Home,Multi-Buy Free Gift,Free Standing Unit,August,1,10.11,48905.0,13309.0,35595.0,3.674,494621.65,20008.25,13338.83,33347.08,0.6819,474613.4,461274.56,213742.9,247531.66,1043.88,134612.34,2692.25,1346.12,130573.97,63207.7,67366.27,131920.1,4.3931,0,0,34,35,8,8,99160.0,2.028
Southeast Asia,PrimeRetail Group,DEODORANT & FRAGRANCE,Food & Beverage,Special Pack,Checkout Display,October,2,20.29,122831.0,36146.0,86685.0,3.398,2491992.62,136773.7,91182.46,227956.16,1.8559,2355218.92,2264036.46,950727.44,1313309.02,7082.66,733323.41,14666.47,7333.23,711323.71,324853.76,386469.95,718656.94,2.6491,0,0,43,45,10,10,456292.0,3.715
Southeast Asia,Metro Grocery Group,BEVERAGE,Personal Care & Home,Everyday Low Price,Mid Aisle Display,September,4,18.39,8306.0,3268.0,5038.0,2.542,152754.86,17321.02,11547.34,28868.36,3.4755,135433.85,123886.5,52030.28,71856.22,3225.21,60097.24,1201.94,600.97,58294.33,30024.45,28269.88,58895.3,0.6998,0,0,38,42,9,9,11081.0,1.334
Western Europe,FineFood Retail,SKIN CLEANSING,Personal Care & Home,Temporary Price Reduction,None Specified,March,4,5.57,34697.0,13958.0,20739.0,2.486,193319.95,11143.53,7429.02,18572.55,0.5353,182176.42,174747.4,53270.86,121476.54,90.54,77768.9,1555.38,777.69,75435.83,26568.16,48867.67,76213.52,1.3121,0,0,15,19,3,3,26817.0,0.773
Southeast Asia,Metro Grocery Group,ICE CREAM CATEGORY,Personal Care & Home,Multi-Buy Free Gift,Checkout Display,September,2,2.18,6972.0,3352.0,3619.0,2.08,15209.98,1071.96,714.64,1786.6,0.2563,14138.02,13423.37,4384.61,9038.76,251.43,7313.78,146.28,73.14,7094.36,2748.04,4346.32,7167.5,0.7932,0,0,38,40,9,9,14174.0,2.033
Southeast Asia,CityGrocer Ltd,DEODORANT & FRAGRANCE,Food & Beverage,Other,Checkout Display,October,2,15.86,2878.0,1407.0,1471.0,2.045,45643.68,2368.92,1579.28,3948.2,1.372,43274.76,41695.48,12621.34,29074.14,204.87,22316.35,446.33,223.16,21646.86,7431.78,14215.08,21870.02,1.1448,0,0,42,44,10,10,3594.0,1.249
Western Europe,BudgetHome Stores,ORAL CARE,Personal Care & Home,Shopper Activation,Checkout Display,August,3,12.37,57699.0,61940.0,-4241.0,0.932,713675.29,60922.49,40614.99,101537.49,1.7598,652752.8,612137.8,152063.75,460074.05,9165.44,766128.85,15322.58,7661.29,743144.98,249256.5,493888.48,750806.27,-1.1836,0,1,35,38,8,8,17682.0,0.306
Southeast Asia,Metro Grocery Group,HEALTHY SNACKING,Personal Care & Home,Temporary Price Reduction,In-Store Event,October,3,21.65,2934.0,1564.0,1370.0,1.876,63510.09,5633.42,3755.61,9389.03,3.2005,57876.67,54121.05,24556.48,29564.58,427.66,33861.26,677.23,338.61,32845.42,17082.67,15762.75,33184.03,0.6878,0,0,43,46,10,10,3086.0,1.052
Southeast Asia,PrimeRetail Group,SKIN CARE,Personal Care & Home,Multi-Buy Free Gift,Mid Aisle Display,April,4,7.94,331475.0,88759.0,242716.0,3.735,2633466.67,229315.14,152876.76,382191.89,1.153,2404151.53,2251274.78,829602.48,1421672.29,21294.92,705162.79,14103.26,7051.63,684007.91,303327.03,380680.88,691059.54,1.3216,0,0,18,22,4,4,1127263.0,3.401
Southeast Asia,EastMart Retail,HEALTHY SNACKING,Personal Care & Home,Temporary Price Reduction,End of Aisle Display,November,4,19.56,21271.0,5473.0,15798.0,3.887,416065.7,24362.72,16241.81,40604.54,1.9089,391702.98,375461.16,178866.58,196594.58,4070.19,107052.41,2141.05,1070.52,103840.84,53257.66,50583.17,104911.36,3.0144,0,0,47,51,11,11,37324.0,1.755
Southeast Asia,EastMart Retail,SCRATCH COOKING AID,Personal Care & Home,Multi-Buy Free Gift,Pallet Display,June,2,23.67,18238.0,6620.0,11618.0,2.755,431642.05,32735.05,21823.37,54558.42,2.9915,398907.0,377083.64,115724.99,261358.64,5026.54,156667.56,3133.35,1566.68,151967.53,57105.55,94861.98,153534.21,0.9883,0,0,26,28,6,6,16379.0,0.898
Southeast Asia,HomeSave Supermarkets,ORAL CARE,Food & Beverage,Multi-Unit Deal,Free Standing Unit,September,2,12.14,66356.0,34111.0,32245.0,1.945,805471.5,28074.56,18716.38,46790.94,0.7051,777396.93,758680.56,379259.45,379421.11,1619.86,414061.31,8281.23,4140.61,401639.47,206593.96,195045.51,405780.08,3.4247,0,0,39,41,9,9,130982.0,1.974
Southeast Asia,PrimeRetail Group,SKIN CARE,Personal Care & Home,Temporary Price Reduction,Shelf,December,2,3.25,5984.0,3932.0,2052.0,1.522,19452.43,1843.16,1228.77,3071.93,0.5134,17609.27,16380.5,6933.87,9446.63,349.21,12781.27,255.63,127.81,12397.83,6190.9,6206.93,12525.64,0.117,0,0,51,53,12,12,12212.0,2.041
